id,label,subcategory,franchise,fandom_wiki,requested_page,resolved_page,status,source_page,image_file,local_path,resolution_method,original_width,original_height,saved_width,saved_height,error,notes
character-tv-ted-lasso,Ted Lasso,television-characters,Ted Lasso,ted-lasso,Ted Lasso,Ted Lasso,downloaded,https://ted-lasso.fandom.com/wiki/Ted_Lasso,File:TL.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-ted-lasso.webp,portable-infobox,455,481,455,481,,
character-tv-will-smith,Will Smith,television-characters,The Fresh Prince of Bel-Air,freshprince,Will Smith,Will Smith,downloaded,https://freshprince.fandom.com/wiki/Will_Smith,Will_Smith_%28Fresh_Prince%29.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-will-smith.webp,portable-infobox,268,411,268,411,,
character-tv-spock,Spock,television-characters,Star Trek,memoryalpha,Spock,Spock,downloaded,https://memoryalpha.fandom.com/wiki/Spock,Spock%2C_2387.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-spock.webp,portable-infobox,268,207,268,207,,
character-tv-captain-kirk,Captain Kirk,television-characters,Star Trek,memoryalpha,Captain Kirk,I Am Captain Kirk,downloaded,https://memoryalpha.fandom.com/wiki/I_Am_Captain_Kirk,File:I Am Captain Kirk cover.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-captain-kirk.webp,portable-infobox,500,604,500,604,,
character-tv-jean-luc-picard,Jean-Luc Picard,television-characters,Star Trek,memoryalpha,Jean-Luc Picard,Jean-Luc Picard,downloaded,https://memoryalpha.fandom.com/wiki/Jean-Luc_Picard,Jean-Luc_Picard%2C_2401.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-jean-luc-picard.webp,portable-infobox,268,309,268,309,,
character-tv-kermit-the-frog,Kermit the Frog,television-characters,The Muppets / Sesame Street,muppet,Kermit the Frog,Kermit the Frog,downloaded,https://muppet.fandom.com/wiki/Kermit_the_Frog,File:Kermit-the-frog.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-kermit-the-frog.webp,portable-infobox,377,475,377,475,,
character-tv-miss-piggy,Miss Piggy,television-characters,The Muppets / Sesame Street,muppet,Miss Piggy,Miss Piggy,downloaded,https://muppet.fandom.com/wiki/Miss_Piggy,File:Giles deacon miss piggy 04a.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-miss-piggy.webp,portable-infobox,1200,2397,601,1200,,
character-tv-elmo,Elmo,television-characters,The Muppets / Sesame Street,muppet,Elmo,Elmo,downloaded,https://muppet.fandom.com/wiki/Elmo,File:Elmo-elmo-elmo.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-elmo.webp,portable-infobox,800,979,800,979,,
character-tv-cookie-monster,Cookie Monster,television-characters,The Muppets / Sesame Street,muppet,Cookie Monster,Cookie Monster,downloaded,https://muppet.fandom.com/wiki/Cookie_Monster,File:CookieMonsterWaving.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-cookie-monster.webp,portable-infobox,900,960,900,960,,
character-tv-big-bird,Big Bird,television-characters,The Muppets / Sesame Street,muppet,Big Bird,Big Bird,downloaded,https://muppet.fandom.com/wiki/Big_Bird,File:Bigbirdnewversion.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-big-bird.webp,portable-infobox,325,525,325,525,,
character-tv-oscar-the-grouch,Oscar the Grouch,television-characters,The Muppets / Sesame Street,muppet,Oscar the Grouch,Oscar the Grouch,downloaded,https://muppet.fandom.com/wiki/Oscar_the_Grouch,File:Oscar-can2.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-oscar-the-grouch.webp,portable-infobox,309,441,309,441,,
character-tv-mr-blobby,Mr Blobby,television-characters,Mr Blobby,mrblobby,Mr Blobby,,failed,,,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-mr-blobby.webp,,,,,,No usable infobox image was found. Mr Blobby: Fandom API request failed: 404 Client Error: Not Found for url: https://mrblobby.fandom.com/api.php?format=json&formatversion=2&action=parse&page=Mr+Blobby&prop=text%7Cdisplaytitle&redirects=1,
character-tv-anne-robinson,Anne Robinson,television-characters,The Weakest Link,theweakestlink,Anne Robinson,,disabled,,,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-anne-robinson.webp,,,,,,,Disabled because this entry is a real presenter rather than a fictional character.
character-tv-the-stig,The Stig,television-characters,Top Gear,topgear,The Stig,Tiff Needell,downloaded,https://topgear.fandom.com/wiki/Tiff_Needell,File:Tiff Needell.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-the-stig.webp,portable-infobox,1055,1246,1016,1200,,
character-tv-ant-and-dec,Ant and Dec,television-characters,Ant & Dec,antanddec,Ant and Dec,,disabled,,,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-ant-and-dec.webp,,,,,,,Disabled because this entry is a real presenter rather than a fictional character.
character-tv-doctor-who-weeping-angel,Doctor Who Weeping Angel,television-characters,Doctor Who,tardis,Weeping Angel,Weeping Angel,downloaded,https://tardis.fandom.com/wiki/Weeping_Angel,File:Series5weepingangels.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-doctor-who-weeping-angel.webp,portable-infobox,570,321,570,321,,
character-tv-the-teletubbies,The Teletubbies,television-characters,Teletubbies,teletubbies,The Teletubbies,Teletubbies (TV show),downloaded,https://teletubbies.fandom.com/wiki/Teletubbies_(TV_show),File:Teletubbies Logo.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-the-teletubbies.webp,portable-infobox,320,162,320,162,,
character-tv-tinky-winky,Tinky Winky,television-characters,Teletubbies,teletubbies,Tinky Winky,,failed,,,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-tinky-winky.webp,,,,,,No usable infobox image was found. Tinky Winky: No main portable-infobox image was found. | Tinky Winky (Teletubby Days): No main portable-infobox image was found. | Tinky WinkyXPo: No main portable-infobox image was found. | Tinky WinkyXDipsy: No main portable-infobox image was found. | Tinky Winky's Special Cloud: No main portable-infobox image was found. | Tinky Winky Dances Along the Path: No main portable-infobox image was found. | Tinky Winky has fun jumping on a hill (Segment): No main portable-infobox image was found. | Naughty Tinky Winky: No main portable-infobox image was found.,
character-tv-pingu,Pingu,television-characters,Pingu,pingu,Pingu,Pingu,downloaded,https://pingu.fandom.com/wiki/Pingu,File:Pingu3D.PNG,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-pingu.webp,portable-infobox,457,456,457,456,,
character-tv-mr-tumble,Mr Tumble,television-characters,CBeebies,cbeebies,Mr Tumble,,failed,,,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-mr-tumble.webp,,,,,,No usable infobox image was found. Mr Tumble: No main portable-infobox image was found. | Mr. Tumble (Tumble Travels episode): No main portable-infobox image was found. | Mr Tumble's Special Day Out: No main portable-infobox image was found. | The Tale of Mr Tumble: No main portable-infobox image was found. | At Home with Mr Tumble: No main portable-infobox image was found. | Justin and Friends LIVE!: Mr Tumble's Circus: No main portable-infobox image was found. | Director (The Tale of Mr Tumble): No main portable-infobox image was found. | Baby (The Tale of Mr Tumble): No main portable-infobox image was found. | Pod (The Tale of Mr Tumble): No main portable-infobox image was found.,
character-tv-fireman-sam,Fireman Sam,television-characters,Fireman Sam,firemansam,Fireman Sam,Fireman Sam,downloaded,https://firemansam.fandom.com/wiki/Fireman_Sam,File:MainFiremanSam5.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-fireman-sam.webp,portable-infobox,500,500,500,500,,
character-tv-danger-mouse,Danger Mouse,television-characters,Danger Mouse,dangermouse,Danger Mouse,Danger Mouse,downloaded,https://dangermouse.fandom.com/wiki/Danger_Mouse,File:Dm81.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-danger-mouse.webp,portable-infobox,206,277,206,277,,
character-tv-count-duckula,Count Duckula,television-characters,Count Duckula,countduckula,Count Duckula,Count Duckula (character),downloaded,https://countduckula.fandom.com/wiki/Count_Duckula_(character),File:Count duckula main.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-count-duckula.webp,portable-infobox,440,550,440,550,,
character-tv-bagpuss,Bagpuss,television-characters,Bagpuss,bagpuss,Bagpuss,,failed,,,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-bagpuss.webp,,,,,,No usable infobox image was found. Bagpuss: No main portable-infobox image was found. | Bagpuss (series): No main portable-infobox image was found. | Bagpuss (character): No main portable-infobox image was found. | Bagpuss Wiki: No main portable-infobox image was found. | Bagpuss episodes: No main portable-infobox image was found. | Bagpuss' Lost Children: No main portable-infobox image was found. | The Giant: No main portable-infobox image was found. | The Elephant: No main portable-infobox image was found.,
character-tv-sooty,Sooty,television-characters,Sooty,sooty,Sooty,The Sooty Show (DVD),downloaded,https://sooty.fandom.com/wiki/The_Sooty_Show_(DVD),TheSootyShow%28DVD%29.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-sooty.webp,portable-infobox,250,336,250,336,,
character-tv-basil-brush,Basil Brush,television-characters,Basil Brush,basilbrush,Basil Brush,The Job,downloaded,https://basilbrush.fandom.com/wiki/The_Job,File:The Job.PNG,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/television-characters/character-tv-basil-brush.webp,portable-infobox,1200,675,1200,675,,
character-game-mario,Mario,video-game-characters,Super Mario,mario,Mario,Mario,downloaded,https://mario.fandom.com/wiki/Mario,File:MarioAlternateJamboreeRender.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-mario.webp,portable-infobox,1200,2018,714,1200,,
character-game-luigi,Luigi,video-game-characters,Super Mario,mario,Luigi,Luigi,downloaded,https://mario.fandom.com/wiki/Luigi,File:SMPJ Luigi.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-luigi.webp,portable-infobox,428,735,428,735,,
character-game-princess-peach,Princess Peach,video-game-characters,Super Mario,mario,Princess Peach,Princess Peach,downloaded,https://mario.fandom.com/wiki/Princess_Peach,File:Peach Posing Alt 3D Artwork.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-princess-peach.webp,portable-infobox,1200,2158,667,1200,,
character-game-bowser,Bowser,video-game-characters,Super Mario,mario,Bowser,Bowser,downloaded,https://mario.fandom.com/wiki/Bowser,File:SMBW Bowser Artwork.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-bowser.webp,portable-infobox,1200,1203,1197,1200,,
character-game-yoshi,Yoshi,video-game-characters,Super Mario,mario,Yoshi,Yoshi (character),downloaded,https://mario.fandom.com/wiki/Yoshi_(character),File:SMPJ Yoshi.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-yoshi.webp,portable-infobox,822,1359,726,1200,,
character-game-toad,Toad,video-game-characters,Super Mario,mario,Toad,Toad (character),downloaded,https://mario.fandom.com/wiki/Toad_(character),SMG1%2BSMG2_Toad_Artwork.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-toad.webp,portable-infobox,268,366,268,366,,
character-game-wario,Wario,video-game-characters,Super Mario,mario,Wario,Wario,downloaded,https://mario.fandom.com/wiki/Wario,Wario_%28SMP_Render%29.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-wario.webp,portable-infobox,268,322,268,322,,
character-game-waluigi,Waluigi,video-game-characters,Super Mario,mario,Waluigi,Waluigi,downloaded,https://mario.fandom.com/wiki/Waluigi,File:SuperMarioParty Waluigi.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-waluigi.webp,portable-infobox,1200,1713,841,1200,,
character-game-donkey-kong,Donkey Kong,video-game-characters,Super Mario,mario,Donkey Kong,Donkey Kong (character),downloaded,https://mario.fandom.com/wiki/Donkey_Kong_(character),File:Donkey-kong.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-donkey-kong.webp,portable-infobox,1046,1043,1046,1043,,
character-game-diddy-kong,Diddy Kong,video-game-characters,Super Mario,mario,Diddy Kong,Diddy Kong,downloaded,https://mario.fandom.com/wiki/Diddy_Kong,File:Diddy 2025 artwork.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-diddy-kong.webp,portable-infobox,400,557,400,557,,
character-game-rosalina,Rosalina,video-game-characters,Super Mario,mario,Rosalina,Rosalina,downloaded,https://mario.fandom.com/wiki/Rosalina,File:SMBW NS2E Artwork Rosalina and Luma.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-rosalina.webp,portable-infobox,750,1023,750,1023,,
character-game-link,Link,video-game-characters,The Legend of Zelda,zelda,Link,Link,downloaded,https://zelda.fandom.com/wiki/Link,File:TLoZ Series Link Render.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-link.webp,portable-infobox,1200,1837,784,1200,,
character-game-princess-zelda,Princess Zelda,video-game-characters,The Legend of Zelda,zelda,Princess Zelda,Princess Zelda,downloaded,https://zelda.fandom.com/wiki/Princess_Zelda,File:TotK Princess Zelda Artwork.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-princess-zelda.webp,portable-infobox,790,1058,790,1058,,
character-game-ganondorf,Ganondorf,video-game-characters,The Legend of Zelda,zelda,Ganondorf,Ganondorf,downloaded,https://zelda.fandom.com/wiki/Ganondorf,File:TotK Ganondorf.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-ganondorf.webp,portable-infobox,925,1004,925,1004,,
character-game-kirby,Kirby,video-game-characters,Kirby,kirby,Kirby,Kirby,downloaded,https://kirby.fandom.com/wiki/Kirby,File:Kirby KARs.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-kirby.webp,portable-infobox,1200,1112,1200,1112,,
character-game-samus-aran,Samus Aran,video-game-characters,Metroid,metroid,Samus Aran,Samus Aran,downloaded,https://metroid.fandom.com/wiki/Samus_Aran,File:Mom vignette.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-samus-aran.webp,portable-infobox,1200,1636,880,1200,,
character-game-fox-mccloud,Fox McCloud,video-game-characters,Star Fox,starfox,Fox McCloud,Fox McCloud,downloaded,https://starfox.fandom.com/wiki/Fox_McCloud,File:Fox McCloud 2026.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-fox-mccloud.webp,portable-infobox,872,1574,665,1200,,
character-game-pikachu,Pikachu,video-game-characters,Pokémon,pokemon,Pikachu,Pikachu,downloaded,https://pokemon.fandom.com/wiki/Pikachu,File:0025Pikachu.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-pikachu.webp,portable-infobox,1200,1200,1200,1200,,
character-game-charizard,Charizard,video-game-characters,Pokémon,pokemon,Charizard,Charizard,downloaded,https://pokemon.fandom.com/wiki/Charizard,File:0006Charizard.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-charizard.webp,portable-infobox,1200,1200,1200,1200,,
character-game-eevee,Eevee,video-game-characters,Pokémon,pokemon,Eevee,Eevee,downloaded,https://pokemon.fandom.com/wiki/Eevee,File:0133Eevee.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-eevee.webp,portable-infobox,1200,1200,1200,1200,,
character-game-mewtwo,Mewtwo,video-game-characters,Pokémon,pokemon,Mewtwo,Mewtwo,downloaded,https://pokemon.fandom.com/wiki/Mewtwo,File:0150Mewtwo.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-mewtwo.webp,portable-infobox,475,475,475,475,,
character-game-jigglypuff,Jigglypuff,video-game-characters,Pokémon,pokemon,Jigglypuff,Jigglypuff,downloaded,https://pokemon.fandom.com/wiki/Jigglypuff,File:0039Jigglypuff.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-jigglypuff.webp,portable-infobox,475,475,475,475,,
character-game-snorlax,Snorlax,video-game-characters,Pokémon,pokemon,Snorlax,Snorlax,downloaded,https://pokemon.fandom.com/wiki/Snorlax,File:0143Snorlax.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-snorlax.webp,portable-infobox,1200,1200,1200,1200,,
character-game-psyduck,Psyduck,video-game-characters,Pokémon,pokemon,Psyduck,Psyduck,downloaded,https://pokemon.fandom.com/wiki/Psyduck,File:0054Psyduck.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-psyduck.webp,portable-infobox,475,475,475,475,,
character-game-meowth,Meowth,video-game-characters,Pokémon,pokemon,Meowth,Meowth,downloaded,https://pokemon.fandom.com/wiki/Meowth,File:0052Meowth.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-meowth.webp,portable-infobox,475,475,475,475,,
character-game-sonic,Sonic,video-game-characters,Sonic the Hedgehog,sonic,Sonic,Sonic the Hedgehog,downloaded,https://sonic.fandom.com/wiki/Sonic_the_Hedgehog,File:SRCSonic.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-sonic.webp,portable-infobox,1200,1696,849,1200,,
character-game-tails,Tails,video-game-characters,Sonic the Hedgehog,sonic,Tails,"Miles ""Tails"" Prower",downloaded,https://sonic.fandom.com/wiki/Miles_%22Tails%22_Prower,File:SRCTails.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-tails.webp,portable-infobox,1200,1253,1149,1200,,
character-game-knuckles,Knuckles,video-game-characters,Sonic the Hedgehog,sonic,Knuckles,Knuckles the Echidna,downloaded,https://sonic.fandom.com/wiki/Knuckles_the_Echidna,File:SRCKnuckles.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-knuckles.webp,portable-infobox,1200,1213,1187,1200,,
character-game-shadow,Shadow,video-game-characters,Sonic the Hedgehog,sonic,Shadow,Shadow the Hedgehog,downloaded,https://sonic.fandom.com/wiki/Shadow_the_Hedgehog,File:SRCShadow.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-shadow.webp,portable-infobox,1200,1828,788,1200,,
character-game-amy-rose,Amy Rose,video-game-characters,Sonic the Hedgehog,sonic,Amy Rose,Amy Rose,downloaded,https://sonic.fandom.com/wiki/Amy_Rose,File:SRCAmy.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-amy-rose.webp,portable-infobox,1200,1690,852,1200,,
character-game-dr-eggman,Dr. Eggman,video-game-characters,Sonic the Hedgehog,sonic,Dr. Eggman,Doctor Eggman,downloaded,https://sonic.fandom.com/wiki/Doctor_Eggman,File:SRCWEggman.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-dr-eggman.webp,portable-infobox,1200,1882,765,1200,,
character-game-crash-bandicoot,Crash Bandicoot,video-game-characters,Crash Bandicoot,crashbandicoot,Crash Bandicoot,Crash Bandicoot,downloaded,https://crashbandicoot.fandom.com/wiki/Crash_Bandicoot,File:Crash 1 Crash Bandicoot.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-crash-bandicoot.webp,portable-infobox,617,1176,617,1176,,
character-game-coco-bandicoot,Coco Bandicoot,video-game-characters,Crash Bandicoot,crashbandicoot,Coco Bandicoot,Coco Bandicoot,downloaded,https://crashbandicoot.fandom.com/wiki/Coco_Bandicoot,File:Transparent Crash 2 Coco.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-coco-bandicoot.webp,portable-infobox,244,568,244,568,,
character-game-spyro,Spyro,video-game-characters,Spyro,spyro,Spyro,Spyro (franchise),downloaded,https://spyro.fandom.com/wiki/Spyro_(franchise),File:Spyro logo.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-spyro.webp,portable-infobox,970,417,970,417,,
character-game-lara-croft,Lara Croft,video-game-characters,Tomb Raider,tombraider,Lara Croft,Lara Croft,downloaded,https://tombraider.fandom.com/wiki/Lara_Croft,File:20 Years of Croft.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-lara-croft.webp,portable-infobox,1200,678,1200,678,,
character-game-master-chief,Master Chief,video-game-characters,Halo,halo,Master Chief,John-117,downloaded,https://halo.fandom.com/wiki/John-117,File:InfiniteChiefTRANSPARENTholdingReachAR.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-master-chief.webp,portable-infobox,1120,902,1120,902,,
character-game-steve,Steve,video-game-characters,Minecraft,minecraft,Steve,Player,downloaded,https://minecraft.fandom.com/wiki/Player,Steve_%28classic%29_JE6.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-steve.webp,portable-infobox,268,603,268,603,,
character-game-alex,Alex,video-game-characters,Minecraft,minecraft,Alex,Player,downloaded,https://minecraft.fandom.com/wiki/Player,Steve_%28classic%29_JE6.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-alex.webp,portable-infobox,268,603,268,603,,
character-game-creeper,Creeper,video-game-characters,Minecraft,minecraft,Creeper,Creeper,downloaded,https://minecraft.fandom.com/wiki/Creeper,File:Creeper.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-creeper.webp,portable-infobox,472,964,472,964,,
character-game-enderman,Enderman,video-game-characters,Minecraft,minecraft,Enderman,Enderman,downloaded,https://minecraft.fandom.com/wiki/Enderman,File:Enderman.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-enderman.webp,portable-infobox,1080,1080,1080,1080,,
character-game-sackboy,Sackboy,video-game-characters,LittleBigPlanet,littlebigplanet,Sackboy,Sackboy,downloaded,https://littlebigplanet.fandom.com/wiki/Sackboy,File:Sackboy.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-sackboy.webp,portable-infobox,783,1075,783,1075,,
character-game-aloy,Aloy,video-game-characters,Horizon,horizon,Aloy,Aloy,downloaded,https://horizon.fandom.com/wiki/Aloy,File:Aloy.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-aloy.webp,portable-infobox,1200,1403,1026,1200,,
character-game-jonesy,Jonesy,video-game-characters,Fortnite,fortnite,Jonesy,Jonesy (Save the World),downloaded,https://fortnite.fandom.com/wiki/Jonesy_(Save_the_World),File:Survivalist Jonesy Rare.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-jonesy.webp,portable-infobox,512,512,512,512,,
character-game-peely,Peely,video-game-characters,Fortnite,fortnite,Peely,Peely,downloaded,https://fortnite.fandom.com/wiki/Peely,Peely_%28Shattered%29_-_Cinematic_-_Fortnite.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-peely.webp,portable-infobox,268,134,268,134,,
character-game-among-us-crewmate,Among Us Crewmate,video-game-characters,Among Us,among-us,Crewmate,Crewmate,downloaded,https://among-us.fandom.com/wiki/Crewmate,File:Crewmate title card.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-among-us-crewmate.webp,portable-infobox,1200,675,1200,675,,
character-game-pac-man,Pac-Man,video-game-characters,Pac-Man,pacman,Pac-Man,Pac-Man,downloaded,https://pacman.fandom.com/wiki/Pac-Man,File:Img pacman 02.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-pac-man.webp,portable-infobox,750,750,750,750,,
character-game-ms-pac-man,Ms. Pac-Man,video-game-characters,Pac-Man,pacman,Ms. Pac-Man,Ms. Pac-Man,downloaded,https://pacman.fandom.com/wiki/Ms._Pac-Man,File:Mspacman-0.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-ms-pac-man.webp,portable-infobox,552,601,552,601,,
character-game-mega-man,Mega Man,video-game-characters,Mega Man,megaman,Mega Man,Mega Man (video game),downloaded,https://megaman.fandom.com/wiki/Mega_Man_(video_game),File:Rockman package art.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-mega-man.webp,portable-infobox,1200,880,1200,880,,
character-game-ryu,Ryu,video-game-characters,Street Fighter,streetfighter,Ryu,Ryu,downloaded,https://streetfighter.fandom.com/wiki/Ryu,File:Sf6-ryu.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-ryu.webp,portable-infobox,1013,1408,863,1200,,
character-game-chun-li,Chun-Li,video-game-characters,Street Fighter,streetfighter,Chun-Li,Chun-Li,downloaded,https://streetfighter.fandom.com/wiki/Chun-Li,File:Chun-Li SF6 Render.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-chun-li.webp,portable-infobox,1030,1645,751,1200,,
